"DOC_CASE_NUMBER","SOURCEIDFULL","AGENCY","DOC_DTG","State","bigram","DOC_FORM_TYPE","DOC_OFFICE_LOCATION","COUNTRY","Unique_Cases"
85822,139821,"DEA",2016-01-04,"MT","sister's feelings","","","",6
19625,372846,"ATF",2016-01-04,"KY","cried catherine","","","",15
123635,47056,"ICE",2016-01-04,"WA",NA,"","","",NA
115182,185230,"IRS",2016-01-04,"TN","talk louder","","","",2
115182,185230,"IRS",2016-01-04,"TN","beat quick","","","",4
61956,344503,"FBI",2016-01-04,"NJ","steady friendship","","","",1
61956,344503,"FBI",2016-01-04,"NJ","miss fairfax","","","",118
59965,2096,"USPIS",2016-01-04,"SD",NA,"","","",NA
24210,400620,"USSS",2016-01-04,"OK","chapter iv","","","",4
43090,74097,"FBI",2016-01-04,"NC",NA,"","","",NA
67753,23004,"USSS",2016-01-04,"IA",NA,"","","",NA
66156,267265,"FBI",2016-01-04,"KY","silly trifler","","","",1
80304,478046,"IRS",2016-01-04,"MA",NA,"","","",NA
96542,120371,"USSS",2016-01-04,"NC","pleasure consulted","","","",1
96542,120371,"USSS",2016-01-04,"NC","miss taylor's","","","",8
4645,426495,"USPIS",2016-01-04,"IL",NA,"","","",NA
94449,288617,"DEA",2016-01-04,"MT","captain wentworth","","","",185
114525,209954,"DEA",2016-01-04,"MN","miss darcy","","","",38
90403,186807,"ICE",2016-01-04,"ME","jane received","","","",1
124692,235988,"FBI",2016-01-04,"RI","friendly acquaintance","","","",2
124692,235988,"FBI",2016-01-04,"RI","bringing forward","","","",7
77002,236199,"ATF",2016-01-04,"ID",NA,"","","",NA
91654,483694,"DOL",2016-01-04,"NM","15 1784","","","",NA
140122,89347,"USPIS",2016-01-04,"CO","elinor satisfied","","","",2
140442,243359,"USPIS",2016-01-04,"MI",NA,"","","",NA
70456,398257,"DOL",2016-01-04,"HI",NA,"","","",NA
7332,132874,"USPIS",2016-01-04,"ID",NA,"","","",NA
118066,24504,"ICE",2016-01-04,"OR","thousand occasions","","","",1
146766,163952,"DEA",2016-01-04,"TX",NA,"","","",NA
88730,356769,"ATF",2016-01-04,"RI","happy air","","","",1
39208,124025,"ATF",2016-01-04,"DE","replied edmund","","","",4
39208,124025,"ATF",2016-01-04,"DE","frank churchill","","","",142
39208,124025,"ATF",2016-01-04,"DE","pastures spreading","","","",1
138621,171082,"USSS",2016-01-04,"TX","house furniture","","","",2
117200,461355,"ATF",2016-01-04,"VT","round maple","","","",1
117200,461355,"ATF",2016-01-04,"VT","giving bad","","","",2
96918,70411,"FBI",2016-01-04,"AL","real respectability","","","",1
19445,79002,"FBI",2016-01-04,"NC",NA,"","","",NA
112881,384039,"FBI",2016-01-04,"NY",NA,"","","",NA
83006,230906,"IRS",2016-01-04,"NM","elizabeth's person","","","",1
88689,206412,"ICE",2016-01-04,"NE","unfavourable light","","","",1
88689,206412,"ICE",2016-01-04,"NE","voluntary cheerful","","","",1
43907,54233,"ICE",2016-01-04,"NV","daughter's nuptials","","","",1
43907,54233,"ICE",2016-01-04,"NV","heart service","","","",1
141316,401619,"USPIS",2016-01-04,"VA",NA,"","","",NA
107534,439626,"USPIS",2016-01-04,"TX",NA,"","","",NA
75675,65333,"USSS",2016-01-04,"WV","sir thomas","","","",312
84773,325942,"DEA",2016-01-04,"NH",NA,"","","",NA
142454,332034,"DEA",2016-01-04,"MS",NA,"","","",NA
139127,220510,"DEA",2016-01-04,"AR",NA,"","","",NA
100824,297279,"ICE",2016-01-04,"CO","miss woodhouse","","","",172
90830,306868,"DOL",2016-01-04,"ME","de bourgh","","","",35
90830,306868,"DOL",2016-01-04,"ME","bennet's invention","","","",1
90830,306868,"DOL",2016-01-04,"ME","man's marrying","","","",1
90830,306868,"DOL",2016-01-04,"ME","lady bertram","","","",124
90830,306868,"DOL",2016-01-04,"ME","unpractised eye","","","",1
23653,348419,"ICE",2016-01-04,"IA","scheme answered","","","",1
68361,488583,"USSS",2016-01-04,"NY","intimidate henry","","","",1
31411,98693,"DEA",2016-01-04,"IL","elinor's astonishment","","","",1
38367,493773,"ATF",2016-01-04,"KY",NA,"","","",NA
97323,414987,"IRS",2016-01-04,"NY","elinor's company","","","",1
97323,414987,"IRS",2016-01-04,"NY","precious certainty","","","",1
103541,161264,"ICE",2016-01-04,"AR",NA,"","","",NA
42236,308836,"DEA",2016-01-04,"CO","elizabeth hoped","","","",2
113104,113247,"FBI",2016-01-04,"KS","edmund's ear","","","",1
94264,107068,"FBI",2016-01-04,"VA","gentle persuasion","","","",1
93201,331204,"USSS",2016-01-04,"OH",NA,"","","",NA
36283,197793,"ICE",2016-01-04,"LA","period lucas","","","",1
36283,197793,"ICE",2016-01-04,"LA","miss de","","","",22
36283,197793,"ICE",2016-01-04,"LA","uneasy movements","","","",1
36283,197793,"ICE",2016-01-04,"LA","sir thomas","","","",312
91001,475236,"DEA",2016-01-04,"ME","foolish intimacy","","","",1
69833,207058,"DEA",2016-01-04,"FL","left mansfield","","","",3
27523,116703,"ATF",2016-01-04,"MD",NA,"","","",NA
65542,266785,"USSS",2016-01-04,"CA",NA,"","","",NA
130955,393247,"DEA",2016-01-04,"NV","malt liquor","","","",1
19873,59153,"USSS",2016-01-04,"NE","fanny edmund","","","",3
19873,59153,"USSS",2016-01-04,"NE","repeated question","","","",1
19873,59153,"USSS",2016-01-04,"NE","recommend sir","","","",1
19873,59153,"USSS",2016-01-04,"NE","miss tilney's","","","",11
55387,336196,"FBI",2016-01-04,"SD","chili preferred","","","",1
3904,319595,"FBI",2016-01-04,"CT","ill usage","","","",7
3904,319595,"FBI",2016-01-04,"CT","extensive buildings","","","",1
74285,194592,"DOL",2016-01-04,"AK","fifteenth century","","","",1
107829,144643,"ATF",2016-01-04,"IN",NA,"","","",NA
97777,76016,"IRS",2016-01-04,"VA",NA,"","","",NA
27654,421129,"DOL",2016-01-04,"DE","cook contrives","","","",1
27654,421129,"DOL",2016-01-04,"DE","spirits rose","","","",3
7397,317842,"USPIS",2016-01-04,"LA","twenty thousand","","","",8
7397,317842,"USPIS",2016-01-04,"LA","arrangement complete","","","",1
124191,389964,"ICE",2016-01-04,"ME","human flesh","","","",3
36768,488949,"ATF",2016-01-04,"NJ",NA,"","","",NA
25297,356591,"ICE",2016-01-04,"NJ",NA,"","","",NA
45307,23788,"ICE",2016-01-04,"SD",NA,"","","",NA
132019,327080,"USSS",2016-01-04,"GA","meeting materially","","","",1
117414,168356,"DOL",2016-01-04,"DE",NA,"","","",NA
6487,476478,"ICE",2016-01-04,"ND",NA,"","","",NA
88278,39409,"ATF",2016-01-04,"NC","dear run","","","",2
88278,39409,"ATF",2016-01-04,"NC","fish ponds","","","",1
88278,39409,"ATF",2016-01-04,"NC","eager character","","","",1
72195,86003,"ATF",2016-01-04,"NY",NA,"","","",NA
99932,40475,"IRS",2016-01-04,"NH","alarmed yesterday","","","",1
99932,40475,"IRS",2016-01-04,"NH","sister married","","","",5
36476,406749,"DEA",2016-01-04,"ME","uncomfortable feelings","","","",4
23842,398576,"DOL",2016-01-04,"WY","elizabeth smiling","","","",2
116473,182027,"USPIS",2016-01-04,"AR","usual employment","","","",1
128555,479938,"DEA",2016-01-04,"PA",NA,"","","",NA
29862,272930,"IRS",2016-01-04,"WA",NA,"","","",NA
54746,72296,"DEA",2016-01-04,"AL","moment told","","","",1
48019,68218,"FBI",2016-01-04,"AZ","excellent ball","","","",1
35413,158916,"USPIS",2016-01-04,"IA",NA,"","","",NA
105126,21184,"DEA",2016-01-04,"NJ",NA,"","","",NA
64306,393265,"USSS",2016-01-04,"MT","thinking mind","","","",1
64306,393265,"USSS",2016-01-04,"MT","miss bates","","","",113
64306,393265,"USSS",2016-01-04,"MT","strafford family","","","",1
115617,254470,"USPIS",2016-01-04,"RI",NA,"","","",NA
136614,439395,"DEA",2016-01-04,"NJ","uppercross cottage","","","",5
23388,378917,"DOL",2016-01-04,"KY","pointers playing","","","",1
23388,378917,"DOL",2016-01-04,"KY","aye _that_","","","",1
23388,378917,"DOL",2016-01-04,"KY","london bath","","","",1
124079,438802,"USSS",2016-01-04,"CA","farther confidential","","","",1
124079,438802,"USSS",2016-01-04,"CA","marlborough buildings","","","",5
54060,490176,"ICE",2016-01-04,"AR",NA,"","","",NA
17581,32244,"ICE",2016-01-04,"ME","lady russell","","","",132
43476,114863,"IRS",2016-01-04,"CT",NA,"","","",NA
16497,110573,"USSS",2016-01-04,"KS","bitterly regretted","","","",1
93333,480969,"ATF",2016-01-04,"SD","grant professing","","","",1
13231,400569,"USSS",2016-01-04,"MA",NA,"","","",NA
89807,163353,"DEA",2016-01-04,"OH","embarrassment heightened","","","",1
16224,70278,"USSS",2016-01-04,"MI","exquisite misery","","","",1
22892,362816,"FBI",2016-01-04,"IA","poor miss","","","",18
86760,43911,"ICE",2016-01-04,"LA","judged rightly","","","",1
86760,43911,"ICE",2016-01-04,"LA","black shoes","","","",1
50482,387617,"FBI",2016-01-04,"KS",NA,"","","",NA
285,204748,"FBI",2016-01-04,"RI",NA,"","","",NA
105403,207449,"FBI",2016-01-04,"IL","equally lost","","","",1
105403,207449,"FBI",2016-01-04,"IL","colonel forster","","","",26
105403,207449,"FBI",2016-01-04,"IL","poor girl","","","",10
2197,110260,"USPIS",2016-01-04,"VT",NA,"","","",NA
82907,410635,"USPIS",2016-01-04,"TN",NA,"","","",NA
42879,22149,"IRS",2016-01-04,"WY","till scolded","","","",1
42879,22149,"IRS",2016-01-04,"WY","september emma","","","",1
42879,22149,"IRS",2016-01-04,"WY","dowager viscountess","","","",5
128543,336313,"FBI",2016-01-04,"CO",NA,"","","",NA
86435,491520,"ATF",2016-01-04,"NV",NA,"","","",NA
12247,292997,"DOL",2016-01-04,"CT","added kitty","","","",2
35914,202707,"ATF",2016-01-04,"MO",NA,"","","",NA
135686,467983,"ICE",2016-01-04,"NC",NA,"","","",NA
41461,107268,"USSS",2016-01-04,"FL","fixed determination","","","",2
99704,325089,"DEA",2016-01-04,"NM",NA,"","","",NA
124105,382040,"FBI",2016-01-04,"VA","pray miss","","","",5
124105,382040,"FBI",2016-01-04,"VA","stoutly declared","","","",1
83765,250758,"USPIS",2016-01-04,"KS","coloured silks","","","",1
83765,250758,"USPIS",2016-01-04,"KS","captain tilney","","","",23
136921,3228,"FBI",2016-01-04,"DE",NA,"","","",NA
14846,125528,"DOL",2016-01-04,"FL","safely trust","","","",1
14846,125528,"DOL",2016-01-04,"FL","miss fairfax","","","",118
50342,156483,"ICE",2016-01-04,"GA","testify respect","","","",1
10493,272346,"DEA",2016-01-04,"MA","miss crawford","","","",234
12191,318555,"USSS",2016-01-04,"PA",NA,"","","",NA
5820,88617,"DEA",2016-01-04,"MI","placid manner","","","",1
129211,286421,"DEA",2016-01-04,"ID","scarcely spoke","","","",5
129211,286421,"DEA",2016-01-04,"ID","active indispensable","","","",1
27490,356714,"USPIS",2016-01-04,"CT",NA,"","","",NA
97272,438333,"IRS",2016-01-04,"MO","perfectly comprehend","","","",6
97272,438333,"IRS",2016-01-04,"MO","thorpe friendship","","","",1
67488,366601,"ICE",2016-01-04,"IN",NA,"","","",NA
103965,257872,"ATF",2016-01-04,"MA",NA,"","","",NA
77812,147930,"DEA",2016-01-04,"WV",NA,"","","",NA
124396,423072,"DOL",2016-01-04,"VA","evident distress","","","",2
131192,81456,"IRS",2016-01-04,"TN",NA,"","","",NA
72478,395875,"DEA",2016-01-04,"HI","lady middleton","","","",86
72478,395875,"DEA",2016-01-04,"HI","amiable modest","","","",1
72478,395875,"DEA",2016-01-04,"HI","noble fire","","","",2
117800,442106,"USPIS",2016-01-04,"WI","confess marianne","","","",1
117800,442106,"USPIS",2016-01-04,"WI","elinor gloried","","","",1
88310,279768,"ATF",2016-01-04,"LA","personal charge","","","",3
135141,103201,"ATF",2016-01-04,"FL","mind pride","","","",1
86667,258111,"IRS",2016-01-04,"KS","modern characters","","","",1
79440,342812,"DEA",2016-01-04,"IL","natural solicitude","","","",1
79440,342812,"DEA",2016-01-04,"IL","coming till","","","",2
67104,124822,"DOL",2016-01-04,"IN","marianne looked","","","",6
67104,124822,"DOL",2016-01-04,"IN","wound bathed","","","",2
67104,124822,"DOL",2016-01-04,"IN","instantly joined","","","",3
67104,124822,"DOL",2016-01-04,"IN","perpetual fright","","","",2
70298,16541,"ATF",2016-01-04,"ND",NA,"","","",NA
4281,98939,"USPIS",2016-01-04,"TX","agreeable addition","","","",1
10095,368891,"FBI",2016-01-04,"RI","solicitously addressing","","","",1
8395,261054,"ICE",2016-01-04,"NH",NA,"","","",NA
20360,205750,"FBI",2016-01-04,"UT",NA,"","","",NA
131086,313381,"USSS",2016-01-04,"NC",NA,"","","",NA
66647,2282,"USPIS",2016-01-04,"ME","gentlemen labourers","","","",1
62775,39290,"ICE",2016-01-04,"SC","improbable kitty","","","",1
53951,84947,"USPIS",2016-01-04,"UT",NA,"","","",NA
55601,490214,"DEA",2016-01-04,"FL","misfortune chapter","","","",1
55601,490214,"DEA",2016-01-04,"FL","wide table","","","",2
55601,490214,"DEA",2016-01-04,"FL","remarkable chapter","","","",1
26734,250794,"DOL",2016-01-04,"DE","country residence","","","",1
91800,69127,"DEA",2016-01-05,"ID","middleton recollect","","","",1
91800,69127,"DEA",2016-01-05,"ID","remain till","","","",2
67741,38858,"ICE",2016-01-05,"NC","suddenly reminded","","","",1
67741,38858,"ICE",2016-01-05,"NC","_mortal_ finely","","","",NA
86699,4537,"DEA",2016-01-05,"WI","harriet's mind","","","",4
86699,4537,"DEA",2016-01-05,"WI","brought forward","","","",14
129566,495141,"ATF",2016-01-05,"HI","miss woodhouse","","","",172
129566,495141,"ATF",2016-01-05,"HI","pleasing countenance","","","",1
129566,495141,"ATF",2016-01-05,"HI","admiring anne","","","",1
132525,52693,"DEA",2016-01-05,"LA","hours giving","","","",1
79369,68417,"FBI",2016-01-05,"NC","de bourgh","","","",35
79369,68417,"FBI",2016-01-05,"NC","rebecca's cookery","","","",1
79369,68417,"FBI",2016-01-05,"NC","scalloped oysters","","","",1
79369,68417,"FBI",2016-01-05,"NC","chapter 19","","","",4
107034,12945,"ICE",2016-01-05,"AZ","happiness jane","","","",1
107034,12945,"ICE",2016-01-05,"AZ","emma fortunate","","","",1
44832,359970,"ICE",2016-01-05,"NH","perfectly indifferent","","","",5
44832,359970,"ICE",2016-01-05,"NH","happiness continued","","","",2
44832,359970,"ICE",2016-01-05,"NH","fine wind","","","",2
96473,296377,"ICE",2016-01-05,"NH","sentiment emma","","","",1
61189,453778,"DOL",2016-01-05,"KS","ill luck","","","",3
22915,32827,"ATF",2016-01-05,"SD","judgment short","","","",1
124509,183184,"FBI",2016-01-05,"CO","moment lead","","","",1
124509,183184,"FBI",2016-01-05,"CO","sir thomas","","","",312
124509,183184,"FBI",2016-01-05,"CO","features announced","","","",1
5721,14969,"DOL",2016-01-05,"NE","openly declared","","","",1
5721,14969,"DOL",2016-01-05,"NE","choicest nursery","","","",1
63216,359629,"ICE",2016-01-05,"MS","dear tom","","","",3
84425,382326,"ICE",2016-01-05,"GA","chapter xii","","","",4
52067,472603,"DEA",2016-01-05,"MA","miss woodhouse","","","",172
52067,472603,"DEA",2016-01-05,"MA","canary bird","","","",1
69620,469815,"ATF",2016-01-05,"AL","warm protestations","","","",1
69620,469815,"ATF",2016-01-05,"AL","woman's marrying","","","",1
60185,240860,"USSS",2016-01-05,"MO",NA,"","","",NA
93688,495993,"IRS",2016-01-05,"NV",NA,"","","",NA
106631,366589,"USSS",2016-01-05,"MN","sir thomas","","","",312
36802,29673,"ATF",2016-01-05,"GA","brother elinor","","","",2
36802,29673,"ATF",2016-01-05,"GA","meeting elinor","","","",1
36802,29673,"ATF",2016-01-05,"GA","attachment excited","","","",1
36802,29673,"ATF",2016-01-05,"GA","precisely pleased","","","",1
122635,17125,"DOL",2016-01-05,"KY",NA,"","","",NA
75026,446585,"USSS",2016-01-05,"NY",NA,"","","",NA
48470,440426,"DOL",2016-01-05,"IN","stuffy uncle","","","",3
144395,489536,"DOL",2016-01-05,"KS","harriet harriet's","","","",1
144395,489536,"DOL",2016-01-05,"KS","pump yard","","","",2
144395,489536,"DOL",2016-01-05,"KS","western extremities","","","",1
144395,489536,"DOL",2016-01-05,"KS","sound mary","","","",1
51117,172165,"DOL",2016-01-05,"AL","emma's eyes","","","",2
32174,211901,"DEA",2016-01-05,"MO","animal continued","","","",1
41831,110139,"ICE",2016-01-05,"CA","lovely throat","","","",2
41831,110139,"ICE",2016-01-05,"CA","maria bertram","","","",6
148404,295104,"ICE",2016-01-05,"PA","anne perfectly","","","",1
41139,80581,"IRS",2016-01-05,"OR",NA,"","","",NA
55863,70338,"USSS",2016-01-05,"AZ",NA,"","","",NA
39675,313812,"DEA",2016-01-05,"ID",NA,"","","",NA
113309,247779,"ATF",2016-01-05,"NE","personal invitation","","","",1
28923,323742,"IRS",2016-01-05,"IL",NA,"","","",NA
87813,284594,"USSS",2016-01-05,"SD",NA,"","","",NA
113095,305078,"DEA",2016-01-05,"AK","exclaimed charming","","","",1
113095,305078,"DEA",2016-01-05,"AK","silver sounds","","","",1
67449,283988,"USPIS",2016-01-05,"VT","intelligible gallantry","","","",2
67449,283988,"USPIS",2016-01-05,"VT","mercantile life","","","",2
67449,283988,"USPIS",2016-01-05,"VT","expected dressmaker","","","",2
93368,454321,"ATF",2016-01-05,"FL",NA,"","","",NA
115355,29114,"IRS",2016-01-05,"ND","wedding clothes","","","",8
115355,29114,"IRS",2016-01-05,"ND","real drawing","","","",1
34216,208206,"USPIS",2016-01-05,"LA","elinor solemnly","","","",1
34216,208206,"USPIS",2016-01-05,"LA","lady catherine's","","","",18
46877,497846,"USPIS",2016-01-05,"ID",NA,"","","",NA
9830,367324,"FBI",2016-01-05,"DE","darcy related","","","",1
9830,367324,"FBI",2016-01-05,"DE","reduced circle","","","",1
9830,367324,"FBI",2016-01-05,"DE","lady russell","","","",132
100126,166885,"DEA",2016-01-05,"NE","eldest son","","","",23
100126,166885,"DEA",2016-01-05,"NE","miss morland","","","",64
3473,459858,"ICE",2016-01-05,"TX","ladyship's residence","","","",2
3473,459858,"ICE",2016-01-05,"TX","genuine satisfaction","","","",4
149397,173595,"FBI",2016-01-05,"VT",NA,"","","",NA
105027,296690,"DOL",2016-01-05,"OK","another_ motive","","","",1
105027,296690,"DOL",2016-01-05,"OK","elizabeth silently","","","",2
105027,296690,"DOL",2016-01-05,"OK","feel grave","","","",1
91720,286934,"USSS",2016-01-05,"CA",NA,"","","",NA
16415,494302,"DOL",2016-01-05,"MA","indenture sheweth","","","",1
132088,194632,"DEA",2016-01-05,"NC","simple disinterested","","","",2
110371,374458,"ICE",2016-01-05,"VA",NA,"","","",NA
6835,313710,"ATF",2016-01-05,"AK",NA,"","","",NA
144143,50378,"USPIS",2016-01-05,"MD",NA,"","","",NA
26884,125928,"ATF",2016-01-05,"AK",NA,"","","",NA
142051,71762,"FBI",2016-01-05,"HI","shower close","","","",1
56778,430110,"ICE",2016-01-05,"WV","determined views","","","",2
64897,368043,"DEA",2016-01-05,"AK","born august","","","",1
64787,340405,"IRS",2016-01-05,"TN","absolute neglect","","","",1
95146,154562,"FBI",2016-01-05,"KY",NA,"","","",NA
98335,401953,"USPIS",2016-01-05,"VA",NA,"","","",NA
30099,215996,"USSS",2016-01-05,"NY","dead leaves","","","",2
30099,215996,"USSS",2016-01-05,"NY","arrived lady","","","",1
30099,215996,"USSS",2016-01-05,"NY","dick jackson","","","",2
88296,381146,"DOL",2016-01-05,"KS","relished domestic","","","",1
88296,381146,"DOL",2016-01-05,"KS","fearful review","","","",1
81051,348944,"ICE",2016-01-05,"NC","dinner party","","","",5
81051,348944,"ICE",2016-01-05,"NC","door shut","","","",3
62154,340880,"USPIS",2016-01-05,"CT","isabella's beauty","","","",1
121176,387769,"FBI",2016-01-05,"AL",NA,"","","",NA
87606,383078,"USSS",2016-01-05,"TX","anne drew","","","",1
65123,422629,"DOL",2016-01-05,"MN","excessive surprize","","","",1
8646,10595,"FBI",2016-01-05,"WV","darcy's regard","","","",2
36108,362765,"USSS",2016-01-05,"SC",NA,"","","",NA
64338,54645,"DOL",2016-01-05,"CA","foreign stations","","","",2
64338,54645,"DOL",2016-01-05,"CA","dark hair","","","",3
64338,54645,"DOL",2016-01-05,"CA","animate charles","","","",2
18998,86350,"USPIS",2016-01-05,"TX","mother's tea","","","",2
18998,86350,"USPIS",2016-01-05,"TX","future meetings","","","",2
108571,283884,"ICE",2016-01-05,"KY","moment's consideration","","","",3
108571,283884,"ICE",2016-01-05,"KY","cried elizabeth","","","",27
49880,448313,"ICE",2016-01-05,"DE","contentment willoughby","","","",1
77119,393816,"DEA",2016-01-05,"ME","lingering struggle","","","",1
77119,393816,"DEA",2016-01-05,"ME","warmest expressions","","","",1
38063,433479,"DOL",2016-01-05,"WY","feelings promoted","","","",1
71889,487853,"FBI",2016-01-05,"NC",NA,"","","",NA
35904,8421,"DEA",2016-01-05,"SC","ignorant idle","","","",2
8230,493574,"FBI",2016-01-05,"OK","altered creature","","","",4
64544,128854,"FBI",2016-01-05,"NJ",NA,"","","",NA
61202,348092,"USPIS",2016-01-05,"IA",NA,"","","",NA
47275,153730,"USSS",2016-01-05,"IN","carte blanche","","","",1
124723,143866,"ICE",2016-01-05,"SD","marianne's mind","","","",2
23687,344180,"IRS",2016-01-05,"SC","eagerness pronounced","","","",1
60840,490401,"DEA",2016-01-05,"ID","caught catherine's","","","",1
60840,490401,"DEA",2016-01-05,"ID","jealous eye","","","",3
140020,216254,"DEA",2016-01-05,"LA","undisputed possession","","","",1
68222,292356,"DOL",2016-01-05,"TX","unsafe amusements","","","",3
